commit,file,MI_Before,MI_After,CC_Before,CC_After,LOC_Before,LOC_After,MI_Change,CC_Change,LOC_Change,Semantic_Similarity,Token_Similarity
f43155a4f50587c6836a29d5d3df747dec5f9d48,libs/transport.js,,,,,,,,,,0.9993974566459651,0.9634564627211061
c414a1ce76298e677f4c3713702d076c2d39da63,libs/agent.js,,,,,,,,,,0.9999999403953551,0.8623363786564661
c679f12cf6106f083f06e234433aacae007dded1,libs/agent.js,,,,,,,,,,0.9999999403953551,0.9922538753137171
f2e9f16653ada534ddfaea09f99b55638720dbec,config.d.js,,,,,,,,,,,
f2e9f16653ada534ddfaea09f99b55638720dbec,libs/receiver.js,,,,,,,,,,0.9999998807907101,0.9956197639783051
f2e9f16653ada534ddfaea09f99b55638720dbec,libs/subscriber.js,,,,,,,,,,0.9997758865356441,0.9514340512017421
c8de8a467c5e8476a6ad326510a1cf5181027a56,.gitignore,,,,,,,,,,0.999987959861755,0.996638607907759
c8de8a467c5e8476a6ad326510a1cf5181027a56,Dockerfile,,,,,,,,,,,
c8de8a467c5e8476a6ad326510a1cf5181027a56,README.md,,,,,,,,,,,
c8de8a467c5e8476a6ad326510a1cf5181027a56,config.example.js,,100.0,,0.0,,9.0,,,,,
c8de8a467c5e8476a6ad326510a1cf5181027a56,libs/agent.js,,,,,,,,,,0.9996458292007441,0.975449326895736
c8de8a467c5e8476a6ad326510a1cf5181027a56,libs/hub.js,,,,,,,,,,0.9976785778999321,0.8745702615561791
c8de8a467c5e8476a6ad326510a1cf5181027a56,libs/transport.js,,,,,,,,,,0.9996974468231201,0.967000349877915
c8de8a467c5e8476a6ad326510a1cf5181027a56,main.js,,,,,,,,,,0.9945785999298091,0.589753806375936
c8de8a467c5e8476a6ad326510a1cf5181027a56,package.json,100.0,100.0,0.0,0.0,19.0,20.0,0.0,0.0,1.0,0.999383270740509,0.869296000773157
c90d9405c0fbdff4416a8922b78d1ef161680356,Dockerfile,,,,,,,,,,0.99949961900711,0.805765418548232
fc228695a548408d04f07c7c8d82444d453ca588,main.js,,,,,,,,,,0.9998562932014461,0.8856971740795001
4766bfb2bae3a16d84c2da389acba2b131183ca0,README.md,,,,,,,,,,,
59d2053c26d99b65a768902e9c40c3fb7a9858df,README.md,,,,,,,,,,0.9998117685317991,0.857892809268143
7214971fce98c747c0877141a334de151c136093,README.md,,,,,,,,,,0.9986962676048271,0.857892809268143
bb6245adfe81d9e59e42f9258768f5f21dd236d7,README.md,,,,,,,,,,0.9997919201850891,0.857892809268143
43e81d241d1f74b4c382cd0007e3f69bdfef5bbc,libs/agent.js,,,,,,,,,,0.9986389875411981,0.9709273992187311
43e81d241d1f74b4c382cd0007e3f69bdfef5bbc,libs/hub.js,,,,,,,,,,0.9890865087509151,0.403342742943089
bb60d9320b95b1fc2792831628d737230e99eb6a,libs/receiver.js,,,,,,,,,,0.9999998807907101,0.8521322270885281
bb60d9320b95b1fc2792831628d737230e99eb6a,libs/transport.js,,,,,,,,,,0.9991186261177061,0.975666019325746
68c3c01f63aaf676c69af553470039fd445b214b,libs/hub.js,,,,,,,,,,1.0,0.78749664851204
bec11f71eda097ad8b979d4e96809619c852af4e,libs/codec.js,,,,,,,,,,,
bec11f71eda097ad8b979d4e96809619c852af4e,libs/hub.js,,,,,,,,,,0.999721407890319,0.474102680169433
a0f1513b557311b2f5ac7c423c4644be59ed30a3,libs/codec.js,,,,,,,,,,0.999982118606567,0.9445099123057181
f1fceaeda9a5fde030e43b09adf03756abdc8d85,libs/agent.js,,,,,,,,,,0.9999998807907101,0.9790988341142071
f1fceaeda9a5fde030e43b09adf03756abdc8d85,libs/codec.js,,,,,,,,,,0.998844981193542,0.6925079063615991
f1fceaeda9a5fde030e43b09adf03756abdc8d85,libs/hub.js,,,,,,,,,,1.0,0.9893498748187811
f1fceaeda9a5fde030e43b09adf03756abdc8d85,libs/publisher.js,,,,,,,,,,0.9998338818550111,0.9042347710057451
f1fceaeda9a5fde030e43b09adf03756abdc8d85,libs/sender.js,,,,,,,,,,0.994669914245605,0.6263325761478871
e11da7e0811a4332986259ce2aeac43e5ef41257,libs/sender.js,,,,,,,,,,0.9989914894104001,0.9653262137736811
e11da7e0811a4332986259ce2aeac43e5ef41257,libs/transport.js,,,,,,,,,,0.999424695968627,0.987871908646975
758ab60e3f0fe7dd956bb8ac178de250a24ddc10,libs/agent.js,,,,,,,,,,0.9997506141662591,0.9629870012240461
758ab60e3f0fe7dd956bb8ac178de250a24ddc10,libs/codec.js,,,,,,,,,,0.9971516132354731,0.7377104730871351
758ab60e3f0fe7dd956bb8ac178de250a24ddc10,libs/receiver.js,,,,,,,,,,0.999363780021667,0.850551457605618
758ab60e3f0fe7dd956bb8ac178de250a24ddc10,libs/subscriber.js,,,,,,,,,,0.999130368232727,0.8031335961079991
bcfac6bbd28dfb09560265e2ee4a0e9be087d43e,libs/agent.js,,,,,,,,,,1.0,0.9925979086008201
bcfac6bbd28dfb09560265e2ee4a0e9be087d43e,libs/receiver.js,,,,,,,,,,1.0,0.9290663335082141
bcfac6bbd28dfb09560265e2ee4a0e9be087d43e,libs/sender.js,,,,,,,,,,0.9993654489517211,0.867812866745946
29a9755335f93d0e72015caef055f6d70d116506,libs/receiver.js,,,,,,,,,,1.0,0.931118279057855
b035f4c3139f13a8c748c33878da0d45d233e78a,libs/codec.js,,,,,,,,,,1.000000119209289,0.9852666461060711
b035f4c3139f13a8c748c33878da0d45d233e78a,libs/receiver.js,,,,,,,,,,1.0,0.9751217256684701
b035f4c3139f13a8c748c33878da0d45d233e78a,libs/transport.js,,,,,,,,,,0.9999476671218871,0.982946115815801
db11a2e7a9d2fbc56068c0baf099cfc7aba7dd1d,libs/agent.js,,,,,,,,,,0.999707996845245,0.965677060758467
38476d52d5543e8cd532b4ee4779398f7f22abf5,LICENSE,,,,,,,,,,,
38476d52d5543e8cd532b4ee4779398f7f22abf5,README.md,,,,,,,,,,0.9465120434761041,0.005223577740745
d7d996752f91c456dcb0e087c0b6ac28ea197265,libs/agent.js,,,,,,,,,,0.997549057006835,0.8268049330928331
d7d996752f91c456dcb0e087c0b6ac28ea197265,main.js,,,,,,,,,,0.9983713626861571,0.7924111485320341
b3cb7e11196b826884d2cdfc4f442d98a3fd3b20,.gitignore,,,,,,,,,,1.000000238418579,0.996638607907759
b3cb7e11196b826884d2cdfc4f442d98a3fd3b20,libs/agent.js,,,,,,,,,,0.9975997209548951,0.727890493396528
b3cb7e11196b826884d2cdfc4f442d98a3fd3b20,libs/hub.js,,,,,,,,,,0.999915540218353,0.9029937298288001
b3cb7e11196b826884d2cdfc4f442d98a3fd3b20,libs/mediaserver.js,,,,,,,,,,,
b3cb7e11196b826884d2cdfc4f442d98a3fd3b20,main.js,,,,,,,,,,0.9862696528434751,0.541105466578925
0cc5359b00521af1c720353d7f9f05b63c1f4499,libs/agent.js,,,,,,,,,,0.9999997615814201,0.995452439753121
58ca26f0b11ea854ceb49a8ae2e630d5491e3691,libs/agent.js,,,,,,,,,,0.9999997615814201,0.9771856340202201
58ca26f0b11ea854ceb49a8ae2e630d5491e3691,libs/receiver.js,,,,,,,,,,1.0,0.995604360706114
506634181a429e82647cffefaf8f25517e922781,libs/agent.js,,,,,,,,,,0.9999997615814201,0.7972715608379021
506634181a429e82647cffefaf8f25517e922781,libs/mediaserver.js,,,,,,,,,,0.994711399078369,0.5710922677138041
4ae54f7b53fc969521c9d8062da3e2ff3db9bb3d,libs/agent.js,,,,,,,,,,0.9999997615814201,0.9422908867062071
2049f4e441c1d1645773e0da4f9fe031f319cfdc,libs/agent.js,,,,,,,,,,0.999072432518005,0.8923368427099421
2049f4e441c1d1645773e0da4f9fe031f319cfdc,libs/mediaserver.js,,,,,,,,,,0.9996142387390131,0.7984484199524551
4c1413a8bb035a7973e7e68ba482cee4aef00b8e,libs/agent.js,,,,,,,,,,0.999926924705505,0.9420514270792291
ebb135743c61da4d7ac5accdc018c0eb8b92d64e,config.example.js,100.0,100.0,0.0,0.0,9.0,14.0,0.0,0.0,5.0,0.9957340955734251,0.47022156411316
baaafe4fcb24e848a4ea2ed2ec1ccb6237794fad,config.example.js,100.0,100.0,0.0,0.0,14.0,22.0,0.0,0.0,8.0,0.9929171204566951,0.545920098550135
baaafe4fcb24e848a4ea2ed2ec1ccb6237794fad,libs/agent.js,,,,,,,,,,0.9992480874061581,0.9519031574179421
baaafe4fcb24e848a4ea2ed2ec1ccb6237794fad,libs/hub.js,,,,,,,,,,1.0,0.976452770800266
baaafe4fcb24e848a4ea2ed2ec1ccb6237794fad,libs/logger.js,,,,,,,,,,,
baaafe4fcb24e848a4ea2ed2ec1ccb6237794fad,libs/utils.js,,,,,,,,,,,
baaafe4fcb24e848a4ea2ed2ec1ccb6237794fad,main.js,,,,,,,,,,0.9936305284500121,0.49007764393576003
baaafe4fcb24e848a4ea2ed2ec1ccb6237794fad,package.json,100.0,100.0,0.0,0.0,20.0,21.0,0.0,0.0,1.0,0.99925023317337,0.9202663016973821
dcca89bb0c314fefcfeb7d4d2ea7de2d5b7314ba,libs/logger.js,,,,,,,,,,0.9998029470443721,0.9312357812295691
9224cfed3b46ab8c1c48953b3f1443067eb9a1a2,libs/agent.js,,,,,,,,,,1.000000119209289,0.989842481783689
9224cfed3b46ab8c1c48953b3f1443067eb9a1a2,libs/logger.js,,,,,,,,,,0.99999052286148,0.980490741914342
3f9dfa2195eb104563a78d29e2adef1facafdccf,libs/agent.js,,,,,,,,,,0.9987658262252801,0.8583124369464341
3f9dfa2195eb104563a78d29e2adef1facafdccf,libs/hub.js,,,,,,,,,,1.0,0.9423369734482631
3f9dfa2195eb104563a78d29e2adef1facafdccf,libs/mediaserver.js,,,,,,,,,,0.999263525009155,0.7667399347093481
3f9dfa2195eb104563a78d29e2adef1facafdccf,libs/publisher.js,,,,,,,,,,0.998151421546936,0.7674090084548061
3f9dfa2195eb104563a78d29e2adef1facafdccf,libs/receiver.js,,,,,,,,,,1.0,0.995604360706114
3f9dfa2195eb104563a78d29e2adef1facafdccf,libs/sender.js,,,,,,,,,,0.9999417066574091,0.9660854289024721
3f9dfa2195eb104563a78d29e2adef1facafdccf,libs/subscriber.js,,,,,,,,,,0.9971148967742921,0.8025811241826081
9b2a800c38b1e9881f5c602a0c64e5eaeed3fdb1,README.md,,,,,,,,,,0.998539507389068,0.854077949345298
17f9179d1dafcc5529c05ea2e60e72b41c5d85ec,README.md,,,,,,,,,,0.9999061822891231,0.9452861848260061
17f9179d1dafcc5529c05ea2e60e72b41c5d85ec,libs/transport.js,,,,,,,,,,1.0,0.9531674952596211
8ab7a7ffb7594a29ff24d3f149673449775cb71d,libs/agent.js,,,,,,,,,,1.0,0.975972519540494
f151094aeac449f5b8f95eea8d6ec0fc22191542,libs/agent.js,,,,,,,,,,1.0,0.91904612802628
f151094aeac449f5b8f95eea8d6ec0fc22191542,libs/mediaserver.js,,,,,,,,,,1.0,0.832981381585937
1d6bb1c589e51d2c34b11be20d34dae4bb0c7779,libs/agent.js,,,,,,,,,,1.0,0.9758252849319891
1d6bb1c589e51d2c34b11be20d34dae4bb0c7779,libs/hub.js,,,,,,,,,,0.9996004104614251,0.885700813170021
1d6bb1c589e51d2c34b11be20d34dae4bb0c7779,libs/mediaserver.js,,,,,,,,,,0.9999061822891231,0.9669216581101321
